iter	Passed	Remaining
170	7622	36953
171	7672	36937
172	7718	36895
173	7799	37023
174	7859	37052
175	7916	37061
176	7961	37016
177	8005	36967
178	8094	37124
179	8204	37374
180	8284	37485
181	8339	37483
182	8384	37431
183	8428	37376
184	8475	37340
185	8540	37377
186	8587	37336
187	8639	37313
188	8692	37297
189	8742	37268
190	8792	37241
191	8846	37229
192	8904	37231
193	8965	37248
194	9018	37229
195	9060	37166
196	9107	37124
197	9196	37249
198	9281	37360
199	9316	37266
200	9359	37205
201	9399	37133
202	9474	37198
203	9513	37120
204	9568	37108
205	9602	37011
206	9662	37016
207	9702	36943
208	9760	36939
209	9802	36877
210	9847	36821
211	9911	36842
212	9974	36855
213	10018	36796
214	10063	36741
215	10109	36695
216	10155	36642
217	10207	36616
218	10322	36812
219	10369	36766
220	10419	36726
221	10459	36654
222	10514	36636
223	10574	36632
224	10640	36651
225	10684	36591
226	10735	36556
227	10785	36520
228	10852	36539
229	10909	36524
230	10956	36475
231	11003	36425
232	11056	36395
233	11133	36446
234	11173	36372
235	11212	36298
236	11258	36244
237	11357	36363
238	11405	36317
239	11457	36281
240	11504	36232
241	11558	36203
242	11598	36133
243	11650	36096
244	11693	36036
245	11750	36017
246	11804	35985
247	11863	35972
248	11910	35923
249	11957	35873
250	12003	35820
251	12049	35764
252	12096	35716
253	12140	35656
254	12198	35637
255	12252	35607
256	12304	35573
257	12344	35501
258	12460	35648
259	12517	35625
260	12563	35573
261	12608	35514
262	12664	35490
263	12712	35440
264	12760	35393
265	12798	35315
266	12840	35250
267	12882	35187
268	12955	35206
269	13003	35158
270	13044	35091
271	13101	35066
272	13143	35002
273	13192	34955
274	13244	34916
275	13280	34837
276	13335	34808
277	13380	34749
278	13427	34699
279	13537	34809
280	13588	34770
281	13651	34757
282	13721	34764
283	13766	34707
284	13809	34644
285	13850	34577
286	13902	34539
287	13953	34496
288	13997	34436
289	14053	34407
290	14114	34387
291	14160	34334
292	14204	34275
293	14257	34238
294	14297	34168
295	14350	34130
296	14398	34081
297	14435	34006
298	14489	33971
299	14594	34054
300	14644	34008
301	14678	33925
302	14724	33870
303	14783	33846
304	14834	33803
305	14866	33717
306	14916	33672
307	14959	33610
308	14996	33536
309	15046	33490
310	15098	33449
311	15153	33415
312	15203	33370
313	15247	33311
314	15297	33265
315	15348	33223
316	15395	33171
317	15439	33111
318	15486	33060
319	15541	33026
320	15584	32964
321	15800	33268
322	15870	33264
323	15906	33186
324	15951	33129
325	15993	33066
326	16044	33021
327	16097	32979
328	16144	32926
329	16184	32858
330	16232	32807
331	16285	32766
332	16327	32704
333	16370	32643
334	16426	32607
335	16473	32555
336	16515	32491
337	16575	32464
338	16629	32425
339	16685	32388
340	16735	32342
341	16788	32301
342	16837	32251
343	16942	32309
344	16981	32240
345	17025	32180
346	17067	32118
347	17110	32058
348	17158	32005
349	17194	31932
350	17253	31901
351	17299	31846
352	17346	31792
353	17387	31728
354	17444	31695
355	17484	31629
356	17538	31588
357	17584	31533
358	17627	31474
359	17676	31424
360	17730	31385
361	17775	31327
362	17824	31279
363	17873	31229
364	17911	31161
365	18012	31201
366	18057	31145
367	18108	31099
368	18155	31046
369	18196	30983
370	18253	30946
371	18299	30892
372	18341	30832
373	18386	30775
374	18429	30715
375	18467	30648
376	18520	30605
377	18554	30532
378	18593	30466
379	18644	30420
380	18720	30414
381	18762	30353
382	18808	30299
383	18853	30244
384	18915	30215
385	18954	30149
386	19036	30153
387	19111	30144
388	19155	30087
389	19192	30019
390	19232	29955
391	19274	29894
392	19314	29832
393	19354	29768
394	19406	29724
395	19451	29668
396	19498	29616
397	19538	29553
398	19579	29491
399	19638	29457
400	19682	29401
401	19737	29360
402	19790	29317
403	19839	29267
404	19880	29206
405	19927	29155
406	19977	29107
407	20022	29052
408	20067	28997
409	20166	29019
410	20212	28965
411	20259	28913
412	20311	28868
413	20355	28812
414	20400	28757
415	20448	28707
416	20491	28649
417	20542	28601
418	20592	28554
419	20640	28503
420	20687	28451
421	20754	28426
422	20794	28364
423	20844	28316
424	20885	28256
425	20938	28213
426	21000	28181
427	21055	28139
428	21094	28076
429	21139	28021
430	21239	28040
431	21281	27981
432	21326	27926
433	21367	27865
434	21409	27807
435	21444	27740
436	21490	27687
437	21532	27627
438	21578	27574
439	21627	27525
440	21672	27471
441	21721	27422
442	21761	27361
443	21808	27309
444	21860	27264
445	21912	27218
446	21958	27165
447	22001	27109
448	22076	27091
449	22130	27048
450	22172	26990
451	22224	26945
452	22328	26961
453	22368	26901
454	22411	26844
455	22451	26784
456	22500	26734
457	22540	26675
458	22582	26617
459	22639	26577
460	22684	26523
461	22715	26452
462	22759	26396
463	22813	26353
464	22854	26294
465	22910	26253
466	22954	26198
467	22999	26144
468	23044	26090
469	23096	26045
470	23141	25990
471	23193	25944
472	23233	25885
473	23286	25841
474	23325	25781
475	23432	25795
476	23472	25736
477	23518	25683
478	23558	25623
479	23595	25562
480	23653	25521
481	23685	25454
482	23732	25403
483	23767	25338
484	23815	25288
485	23883	25259
486	23936	25214
487	23985	25165
488	24030	25111
489	24079	25062
490	24132	25017
491	24196	24983
492	24256	24945
493	24306	24897
494	24360	24853
495	24410	24803
496	24659	24957
497	24706	24905
498	24747	24846
499	24790	24790
500	24825	24726
501	24867	24668
502	24915	24618
503	24959	24563
504	25005	24509
505	25041	24447
506	25107	24413
507	25141	24349
508	25179	24289
509	25226	24237
510	25277	24189
511	25321	24134
512	25371	24085
513	25422	24037
514	25467	23983
515	25514	23931
516	25566	23885
517	25612	23832
518	25663	23784
519	25778	23795
520	25812	23731
521	25867	23687
522	25909	23631
523	25952	23575
524	25998	23522
525	26037	23463
526	26091	23418
527	26137	23364
528	26185	23314
529	26231	23261
530	26273	23206
531	26328	23161
532	26373	23107
533	26422	23057
534	26465	23002
535	26516	22954
536	26565	22904
537	26614	22854
538	26655	22797
539	26709	22752
540	26742	22689
541	26851	22689
542	26894	22634
543	26944	22585
544	26983	22527
545	27023	22470
546	27066	22415
547	27103	22355
548	27140	22295
549	27190	22246
550	27227	22186
551	27272	22134
552	27315	22079
553	27358	22025
554	27396	21966
555	27452	21922
556	27495	21867
557	27547	21820
558	27592	21767
559	27641	21718
560	27682	21662
561	27732	21613
562	27782	21564
563	27827	21511
564	27945	21515
565	27995	21466
566	28050	21421
567	28090	21364
568	28145	21319
569	28188	21265
570	28241	21218
571	28287	21165
572	28332	21113
573	28377	21060
574	28426	21010
575	28477	20962
576	28523	20910
577	28569	20858
578	28618	20808
579	28668	20759
580	28701	20698
581	28746	20645
582	28784	20588
583	28836	20541
584	28893	20496
585	29018	20500
586	29063	20448
587	29107	20394
588	29146	20338
589	29240	20319
590	29280	20263
591	29334	20216
592	29393	20174
593	29447	20127
594	29497	20078
595	29542	20025
596	29578	19966
597	29622	19913
598	29671	19863
599	29723	19815
600	29767	19762
601	29823	19717
602	29861	19660
603	29917	19614
604	29951	19555
605	30007	19509
606	30117	19499
607	30167	19450
608	30226	19406
609	30273	19355
610	30332	19311
611	30383	19262
612	30436	19215
613	30479	19161
614	30533	19114
615	30575	19060
616	30626	19011
617	30675	18961
618	30718	18907
619	30769	18858
620	30818	18808
621	30864	18756
622	30908	18703
623	30959	18655
624	31011	18606
625	31072	18564
626	31185	18551
627	31243	18507
628	31283	18451
629	31324	18397
630	31376	18348
631	31435	18304
632	31489	18257
633	31552	18214
634	31609	18169
635	31655	18117
636	31697	18063
637	31751	18015
638	31793	17961
639	31848	17914
640	31899	17865
641	31961	17822
642	32044	17791
643	32098	17744
644	32148	17694
645	32194	17642
646	32293	17619
647	32341	17568
648	32381	17513
649	32431	17463
650	32477	17411
651	32527	17361
652	32581	17313
653	32638	17267
654	32683	17214
655	32737	17167
656	32785	17116
657	32822	17059
658	32875	17011
659	32910	16953
660	32957	16902
661	32999	16848
662	33042	16795
663	33098	16748
664	33147	16698
665	33192	16645
666	33242	16596
667	33286	16543
668	33536	16593
669	33576	16537
670	33625	16487
671	33666	16432
672	33707	16378
673	33763	16330
674	33805	16276
675	33855	16226
676	33904	16175
677	33951	16124
678	33997	16072
679	34044	16021
680	34094	15970
681	34132	15915
682	34176	15862
683	34220	15809
684	34269	15758
685	34306	15703
686	34344	15647
687	34403	15601
688	34437	15544
689	34492	15496
690	34602	15473
691	34642	15418
692	34701	15372
693	34744	15319
694	34783	15264
695	34821	15209
696	34874	15160
697	34923	15110
698	34963	15055
699	35015	15006
700	35067	14957
701	35128	14912
702	35178	14861
703	35219	14808
704	35266	14756
705	35317	14707
706	35355	14652
707	35416	14606
708	35494	14568
709	35557	14523
710	35618	14477
711	35736	14455
712	35793	14407
713	35839	14356
714	35884	14303
715	35934	14253
716	35998	14208
717	36043	14156
718	36092	14105
719	36145	14056
720	36187	14003
721	36223	13947
722	36263	13893
723	36314	13843
724	36357	13790
725	36412	13742
726	36458	13690
727	36506	13639
728	36549	13586
729	36595	13535
730	36639	13482
731	36694	13434
732	36807	13407
733	36850	13354
734	36902	13304
735	36941	13250
736	36982	13197
737	37029	13145
738	37075	13094
739	37128	13045
740	37192	12999
741	37253	12953
742	37292	12899
743	37351	12852
744	37404	12802
745	37451	12751
746	37503	12701
747	37548	12650
748	37596	12599
749	37637	12545
750	37693	12497
751	37733	12444
752	37785	12394
753	37897	12364
754	37943	12312
755	37991	12261
756	38036	12210
757	38080	12157
758	38121	12104
759	38158	12050
760	38211	12000
761	38268	11952
762	38323	11903
763	38369	11852
764	38425	11804
765	38459	11748
766	38512	11699
767	38599	11660
768	38662	11613
769	38700	11559
770	38745	11508
771	38784	11454
772	38827	11402
773	38886	11354
774	39010	11325
775	39062	11275
776	39117	11226
777	39162	11174
778	39206	11122
779	39246	11069
780	39306	11022
781	39353	10970
782	39396	10918
783	39450	10868
784	39495	10817
785	39559	10770
786	39609	10720
787	39666	10671
788	39714	10620
789	39760	10569
790	39810	10518
791	39867	10470
792	39932	10423
793	40001	10378
794	40121	10345
795	40176	10296
796	40242	10249
797	40292	10199
798	40346	10149
799	40401	10100
800	40454	10050
801	40502	9999
802	40570	9953
803	40614	9900
804	40662	9849
805	40733	9804
806	40798	9757
807	40841	9704
808	40896	9655
809	40940	9603
810	40997	9554
811	41043	9502
812	41098	9453
813	41350	9448
814	41396	9396
815	41453	9347
816	41514	9298
817	41561	9247
818	41604	9194
819	41649	9142
820	41706	9093
821	41748	9040
822	41796	8989
823	41843	8937
824	41899	8887
825	41960	8839
826	42003	8786
827	42063	8737
828	42110	8686
829	42158	8634
830	42205	8583
831	42250	8531
832	42307	8481
833	42425	8444
834	42469	8392
835	42503	8337
836	42551	8286
837	42620	8239
838	42656	8185
839	42709	8135
840	42754	8083
841	42817	8034
842	42859	7982
843	42920	7933
844	42962	7880
845	43020	7831
846	43085	7782
847	43144	7733
848	43217	7686
849	43262	7634
850	43315	7583
851	43358	7531
852	43398	7478
853	43505	7437
854	43554	7386
855	43603	7335
856	43659	7284
857	43701	7232
858	43750	7181
859	43800	7130
860	43849	7079
861	43907	7029
862	43953	6977
863	44024	6929
864	44106	6883
865	44197	6838
866	44241	6786
867	44297	6736
868	44346	6685
869	44396	6633
870	44451	6583
871	44509	6533
872	44625	6491
873	44663	6438
874	44710	6387
875	44757	6335
876	44818	6285
877	44877	6235
878	44933	6185
879	44985	6134
880	45029	6082
881	45077	6030
882	45139	5981
883	45189	5929
884	45259	5881
885	45297	5828
886	45342	5776
887	45387	5724
888	45436	5673
889	45478	5620
890	45533	5570
891	45575	5518
892	45618	5466
893	45731	5422
894	45777	5370
895	45825	5319
896	45863	5266
897	45916	5215
898	45977	5165
899	46016	5112
900	46082	5063
901	46128	5011
902	46184	4961
903	46244	4910
904	46291	4859
905	46332	4807
906	46380	4755
907	46422	4703
908	46486	4653
909	46536	4602
910	46580	4550
911	46633	4499
912	46681	4448
913	46727	4396
914	46850	4352
915	46909	4301
916	46950	4249
917	46991	4197
918	47035	4145
919	47095	4095
920	47145	4043
921	47206	3993
922	47264	3942
923	47310	3891
924	47356	3839
925	47402	3788
926	47443	3736
927	47499	3685
928	47535	3632
929	47583	3581
930	47628	3529
931	47666	3477
932	47720	3426
933	47771	3375
934	47818	3324
935	47941	3278
936	47994	3226
937	48040	3175
938	48095	3124
939	48167	3074
940	48213	3022
941	48263	2971
942	48297	2919
943	48338	2867
944	48392	2816
945	48434	2764
946	48487	2713
947	48528	2661
948	48582	2610
949	48631	2559
950	48673	2507
951	48724	2456
952	48775	2405
953	48823	2354
954	48881	2303
955	49151	2262
956	49203	2210
957	49247	2159
958	49296	2107
959	49355	2056
960	49399	2004
961	49457	1953
962	49515	1902
963	49569	1851
964	49616	1799
965	49672	1748
966	49723	1696
967	49770	1645
968	49812	1593
969	49866	1542
970	49905	1490
971	49955	1439
972	50007	1387
973	50085	1336
974	50129	1285
975	50244	1235
976	50286	1183
977	50329	1132
978	50397	1081
979	50449	1029
980	50494	977
981	50540	926
982	50589	874
983	50630	823
984	50689	771
985	50734	720
986	50775	668
987	50827	617
988	50868	565
989	50910	514
990	50950	462
991	51001	411
992	51054	359
993	51099	308
994	51143	257
995	51190	205
996	51235	154
997	51369	102
998	51410	51
999	51450	0
