iter	Logloss
158	0.1499621779
159	0.1499008685
160	0.1497977599
161	0.1497817
162	0.1497031116
163	0.1496571127
164	0.1496264326
165	0.1495429972
166	0.1495110849
167	0.1494365196
168	0.1493250829
169	0.1492089043
170	0.1491111561
171	0.1490212248
172	0.148952641
173	0.1488134419
174	0.1487076797
175	0.1486343951
176	0.1486113174
177	0.1485574746
178	0.1484787902
179	0.1484415656
180	0.14834561
181	0.1482830804
182	0.1482100554
183	0.1481357001
184	0.1481103138
185	0.1480543297
186	0.14802081
187	0.1479562272
188	0.1477800385
189	0.1476739487
190	0.1476029513
191	0.1475159326
192	0.1474464729
193	0.1474007484
194	0.147336334
195	0.1472755008
196	0.147116488
197	0.1470712908
198	0.1470496784
199	0.1470198878
200	0.1469980142
201	0.1468901234
202	0.1468520119
203	0.1467575533
204	0.1467010817
205	0.1466862316
206	0.1466537288
207	0.1466151688
208	0.1465896759
209	0.1464563915
210	0.1464010301
211	0.1462650437
212	0.1462557446
213	0.1461983589
214	0.146159403
215	0.1460596311
216	0.1460106865
217	0.1459656117
218	0.1459445317
219	0.1458780861
220	0.1458439705
221	0.1457804149
222	0.1457545889
223	0.1456761564
224	0.1455739852
225	0.1455153762
226	0.1454420983
227	0.1453294306
228	0.145248464
229	0.1451591311
230	0.1450736345
231	0.1449841184
232	0.1449176154
233	0.1448358044
234	0.1447614336
235	0.1447278404
236	0.1446631385
237	0.1446124787
238	0.1445416208
239	0.1445091614
240	0.1444692376
241	0.1443802361
242	0.1443120373
243	0.1442000497
244	0.1441919017
245	0.1441247575
246	0.1440956774
247	0.1440456363
248	0.1439454485
249	0.1438279451
250	0.1437838472
251	0.1436599179
252	0.1436122123
253	0.143553702
254	0.1435464826
255	0.143532412
256	0.1435098988
257	0.1433758667
258	0.143356601
259	0.1433058073
260	0.1432652418
261	0.1431529031
262	0.1430690836
263	0.1430139208
264	0.1429743468
265	0.1428942259
266	0.1428639035
267	0.142771749
268	0.1427421309
269	0.1426928419
270	0.1426476646
271	0.1425769702
272	0.1425456348
273	0.1424426594
274	0.1424069151
275	0.1423994932
276	0.1423709475
277	0.1423146751
278	0.1422549884
279	0.1422306522
280	0.142136961
281	0.1421047497
282	0.1420753675
283	0.1419269998
284	0.1418456272
285	0.1417578362
286	0.1417135903
287	0.1416892755
288	0.1416821501
289	0.1415911919
290	0.1415364128
291	0.1414746773
292	0.1414303374
293	0.141365536
294	0.1412950294
295	0.1412302355
296	0.1411289774
297	0.1410443223
298	0.1409891438
299	0.1409378658
300	0.1408597707
301	0.1408535613
302	0.140767598
303	0.1407285998
304	0.140637123
305	0.1406145832
306	0.1405852413
307	0.1405376159
308	0.1405009575
309	0.1404859744
310	0.1404401651
311	0.1404340533
312	0.1403548244
313	0.1403152499
314	0.1402771292
315	0.1401977609
316	0.1401358419
317	0.1401134725
318	0.1400407227
319	0.1399228771
320	0.139859856
321	0.1397889542
322	0.1397149533
323	0.1396255284
324	0.1395249861
325	0.1394407315
326	0.1393544458
327	0.1393230316
328	0.1392178492
329	0.1391806946
330	0.139148132
331	0.1390578268
332	0.1389858025
333	0.138949382
334	0.1388837725
335	0.1387814644
336	0.138708101
337	0.1386794398
338	0.1386593818
339	0.1385217575
340	0.1384626822
341	0.1384564559
342	0.1384347003
343	0.1383640661
344	0.1382886864
345	0.1382460091
346	0.1381745066
347	0.1381378715
348	0.1380244482
349	0.1379126867
350	0.1378949606
351	0.1378510421
352	0.137790897
353	0.1377739165
354	0.1377005234
355	0.1376683636
356	0.1376288297
357	0.1375402666
358	0.1375192018
359	0.1373796103
360	0.1372460199
361	0.1371381124
362	0.1370683659
363	0.1370297615
364	0.1370030831
365	0.1368773685
366	0.1368463928
367	0.1367799339
368	0.1367102443
369	0.1366667549
370	0.1366397922
371	0.136591444
372	0.1365127255
373	0.1363965579
374	0.1363443222
375	0.1363010729
376	0.1362699588
377	0.136236479
378	0.1361666478
379	0.1361127186
380	0.1360131704
381	0.1359169021
382	0.1358273975
383	0.1357672929
384	0.1357131702
385	0.1356716711
386	0.1356253928
387	0.135568412
388	0.1355626133
389	0.1354894938
390	0.1354378671
391	0.1353624503
392	0.1353244007
393	0.1352322346
394	0.1352157747
395	0.1351194411
396	0.1350761978
397	0.135015542
398	0.1349627498
399	0.1348954287
400	0.1348295127
401	0.1347918276
402	0.1347439079
403	0.134709403
404	0.1346853282
405	0.1346537639
406	0.1345896122
407	0.1345416954
408	0.1344860117
409	0.1344190621
410	0.1343906695
411	0.1343028739
412	0.1342821173
413	0.1342449394
414	0.1342082758
415	0.1341011375
416	0.1340680011
417	0.1340188591
418	0.1339308939
419	0.1338921641
420	0.1338617406
421	0.1338435957
422	0.1338060166
423	0.1337719889
424	0.1337348609
425	0.1336888995
426	0.1335988996
427	0.1335410068
428	0.1334818616
429	0.1334213511
430	0.1333774693
431	0.1333519456
432	0.1333518177
433	0.1333518055
434	0.1333141697
435	0.1332872307
436	0.1332152962
437	0.1331615657
438	0.1331460833
439	0.1331121639
440	0.1330682094
441	0.1330246197
442	0.1329747933
443	0.1329087958
444	0.132854727
445	0.1327045552
446	0.1326926117
447	0.1326409051
448	0.1325702331
449	0.1325300167
450	0.1324292021
451	0.1323477672
452	0.1322750141
453	0.1322182097
454	0.1321381363
455	0.1320906622
456	0.1320156168
457	0.1319873347
458	0.131872839
459	0.1318671084
460	0.1318320916
461	0.1317521698
462	0.1316869676
463	0.1316118522
464	0.1315889742
465	0.1315366561
466	0.1314355773
467	0.1313284132
468	0.1312902747
469	0.1311687058
470	0.1310535986
471	0.1310119523
472	0.1309488404
473	0.1308980664
474	0.1308218205
475	0.1307952927
476	0.1307361461
477	0.1306809733
478	0.1306215032
479	0.1305452021
480	0.1304868215
481	0.1304347071
482	0.1303596627
483	0.1303274379
484	0.1303142621
485	0.1302707634
486	0.1301949367
487	0.1301580746
488	0.1301293794
489	0.1300921792
490	0.130004221
491	0.1299672465
492	0.1299098153
493	0.1298129708
494	0.1297498165
495	0.1297497055
496	0.1297098725
497	0.129680578
498	0.1296626126
499	0.1296417882
500	0.1295658518
501	0.1294666388
502	0.1293855843
503	0.129333487
504	0.1292846752
505	0.1292357506
506	0.1291680189
507	0.12913381
508	0.1290295507
509	0.1289699496
510	0.1289225875
511	0.1288632648
512	0.1288247184
513	0.1287949559
514	0.1287471751
515	0.128708489
516	0.1286742824
517	0.1286374509
518	0.1286319465
519	0.1285710585
520	0.1285152973
521	0.1284421292
522	0.1284224324
523	0.1283268495
524	0.1283062741
525	0.1282499765
526	0.1282320992
527	0.1281940473
528	0.1281090374
529	0.1280779182
530	0.1280317502
531	0.1279551972
532	0.127841414
533	0.1277652429
534	0.127690297
535	0.1276240733
536	0.1275730034
537	0.1275317768
538	0.1274979435
539	0.1274843038
540	0.1273955666
541	0.127382343
542	0.1273499476
543	0.1273024786
544	0.1273024485
545	0.1272914973
546	0.1272749607
547	0.1272505841
548	0.1272268194
549	0.1271876562
550	0.1270700125
551	0.1270515506
552	0.1270146743
553	0.1269868258
554	0.1269379297
555	0.1268834329
556	0.1268651038
557	0.1267900296
558	0.1267814827
559	0.1267603885
560	0.126719643
561	0.1266874086
562	0.1266811299
563	0.1266405597
564	0.1266113027
565	0.1266113
566	0.1265913836
567	0.1264610571
568	0.1264173468
569	0.1263999371
570	0.1263683881
571	0.1262951996
572	0.1262083203
573	0.1261150794
574	0.126075341
575	0.1260246688
576	0.1260045951
577	0.1259952304
578	0.1259352419
579	0.1259028791
580	0.1258269471
581	0.1257070475
582	0.125665221
583	0.1256065035
584	0.125555387
585	0.1255048909
586	0.1254494774
587	0.1254072417
588	0.1253506852
589	0.1252566515
590	0.1252032579
591	0.1251809375
592	0.1251257887
593	0.1250691536
594	0.1250304578
595	0.1250001512
596	0.1249894606
597	0.1249708061
598	0.1248618391
599	0.1248467711
600	0.1248132101
601	0.1247537729
602	0.124698632
603	0.1246703022
604	0.1245976014
605	0.1245622382
606	0.1245400243
607	0.1244639638
608	0.1244246657
609	0.1243856587
610	0.1243807967
611	0.1243315939
612	0.1242772319
613	0.1242424656
614	0.1242276264
615	0.1241983317
616	0.1241216217
617	0.1240797653
618	0.1240254148
619	0.1239990554
620	0.1239639393
621	0.1239284273
622	0.1239054329
623	0.123843759
624	0.123776195
625	0.1236883348
626	0.1236420848
627	0.1235898489
628	0.123541598
629	0.1234872233
630	0.1234193453
631	0.1233137166
632	0.1232892191
633	0.1232451799
634	0.1231387833
635	0.1231040346
636	0.1230451828
637	0.1230167384
638	0.1229785253
639	0.1229221768
640	0.1228629903
641	0.1227895383
642	0.1227734046
643	0.1227179741
644	0.1226251438
645	0.1225933358
646	0.1225657624
647	0.1225278628
648	0.1224866613
649	0.1224428248
650	0.1223934978
651	0.1223646164
652	0.1223471697
653	0.1223307178
654	0.1223059324
655	0.1222845537
656	0.1222514634
657	0.122191338
658	0.122136885
659	0.1220427733
660	0.1220427276
661	0.1219044411
662	0.1218666698
663	0.1218377898
664	0.1217937999
665	0.1217748632
666	0.1217545198
667	0.1217150765
668	0.1216718094
669	0.1216522672
670	0.1216390836
671	0.1216074908
672	0.1215696067
673	0.1215307454
674	0.1214783124
675	0.1214601068
676	0.1214097998
677	0.1214009514
678	0.1213708945
679	0.1213241093
680	0.1212951127
681	0.1212813146
682	0.1212445939
683	0.1212150505
684	0.1211902531
685	0.1211639303
686	0.1211266174
687	0.1211131478
688	0.1210934683
689	0.1210699219
690	0.1210676452
691	0.1210341451
692	0.1209922395
693	0.1209521433
694	0.1208955337
695	0.1208459444
696	0.120823485
697	0.1208234746
698	0.1208067604
699	0.1207439529
700	0.1206333898
701	0.1204916919
702	0.1203938637
703	0.1203692737
704	0.1203196831
705	0.120276442
706	0.1202515856
707	0.1202196644
708	0.1201025392
709	0.120044496
710	0.1199881922
711	0.1199496207
712	0.1198824806
713	0.1198403895
714	0.1197840542
715	0.1197687267
716	0.1197370953
717	0.1197096921
718	0.1196848238
719	0.1196402203
720	0.1196209684
721	0.1195700675
722	0.1195223649
723	0.1194631245
724	0.1194146056
725	0.1193659563
726	0.1192855369
727	0.1192073416
728	0.119195472
729	0.119158453
730	0.1191437742
731	0.1190687214
732	0.1190271947
733	0.1189842034
734	0.1189069988
735	0.1188456244
736	0.1188201678
737	0.1187851574
738	0.1187425551
739	0.1187203223
740	0.1186674173
741	0.1186025219
742	0.1185437028
743	0.118499158
744	0.1184531055
745	0.118434439
746	0.1184202988
747	0.1183148019
748	0.1182713212
749	0.1182099007
750	0.1181561666
751	0.1181561423
752	0.1180943538
753	0.1180196155
754	0.1179744748
755	0.1179397641
756	0.1179209309
757	0.1178574215
758	0.1178131343
759	0.1177948741
760	0.1177486458
761	0.1176608559
762	0.117633534
763	0.1176145046
764	0.1175656692
765	0.1175306501
766	0.1174903986
767	0.1174616685
768	0.1173644226
769	0.1172713249
770	0.1172517373
771	0.1172205577
772	0.1172021652
773	0.1171491165
774	0.1171100225
775	0.117068042
776	0.1170001458
777	0.116948069
778	0.11690502
779	0.1168774324
780	0.116863612
781	0.1168319832
782	0.1167366623
783	0.1166608051
784	0.1165847265
785	0.1165419937
786	0.1164843463
787	0.1164807935
788	0.1164268965
789	0.116379711
790	0.1163698082
791	0.116299047
792	0.11627824
793	0.1162386076
794	0.1162130224
795	0.1161773761
796	0.1161399766
797	0.1161041742
798	0.1160500348
799	0.1160238012
800	0.1160158004
801	0.1159200523
802	0.1158189826
803	0.1157826598
804	0.1157052551
805	0.1156260959
806	0.1155955315
807	0.115585624
808	0.1155696172
809	0.1155419281
810	0.1155129439
811	0.1154501524
812	0.1154109329
813	0.1154108364
814	0.115355055
815	0.1152942909
816	0.1152167326
817	0.1151927796
818	0.1151797761
819	0.1151441248
820	0.115144056
821	0.1151383648
822	0.1151159259
823	0.1150898446
824	0.1150568959
825	0.1150568954
826	0.1150253743
827	0.1149891423
828	0.114985021
829	0.1149447998
830	0.1148480924
831	0.1148030098
