iter	Passed	Remaining
187	8764	37855
188	8809	37802
189	8859	37771
190	8891	37658
191	8955	37688
192	8994	37610
193	9044	37575
194	9086	37512
195	9128	37443
196	9176	37405
197	9234	37402
198	9274	37329
199	9309	37239
200	9368	37241
201	9415	37195
202	9431	37030
203	9470	36952
204	9506	36865
205	9556	36834
206	9597	36768
207	9727	37037
208	9775	36996
209	9818	36937
210	9870	36909
211	9911	36839
212	9965	36819
213	10008	36761
214	10044	36674
215	10097	36649
216	10134	36567
217	10191	36558
218	10228	36477
219	10278	36440
220	10326	36399
221	10370	36344
222	10427	36331
223	10481	36309
224	10531	36274
225	10578	36230
226	10634	36213
227	10679	36159
228	10725	36110
229	10849	36322
230	10902	36293
231	10939	36214
232	10986	36167
233	11029	36105
234	11068	36032
235	11109	35963
236	11161	35934
237	11197	35852
238	11248	35816
239	11296	35773
240	11346	35733
241	11397	35699
242	11444	35650
243	11487	35591
244	11539	35560
245	11579	35493
246	11628	35451
247	11696	35465
248	11738	35403
249	11780	35342
250	11819	35271
251	12067	35820
252	12122	35792
253	12158	35708
254	12200	35645
255	12240	35574
256	12282	35509
257	12325	35447
258	12376	35408
259	12420	35351
260	12472	35315
261	12515	35253
262	12568	35220
263	12606	35144
264	12645	35072
265	12695	35030
266	12735	34964
267	12777	34899
268	12830	34867
269	12881	34826
270	12924	34768
271	12984	34751
272	13028	34695
273	13071	34634
274	13199	34797
275	13248	34753
276	13286	34678
277	13330	34620
278	13365	34539
279	13422	34513
280	13471	34469
281	13516	34414
282	13570	34381
283	13613	34320
284	13645	34233
285	13682	34159
286	13740	34135
287	13782	34073
288	13833	34032
289	13881	33985
290	13928	33936
291	13977	33889
292	14017	33824
293	14060	33765
294	14100	33696
295	14152	33660
296	14195	33601
297	14318	33731
298	14358	33663
299	14401	33603
300	14456	33572
301	14485	33478
302	14535	33436
303	14609	33448
304	14667	33421
305	14708	33358
306	14748	33292
307	14792	33235
308	14843	33194
309	14898	33161
310	14945	33110
311	15000	33079
312	15047	33026
313	15093	32974
314	15142	32929
315	15188	32876
316	15241	32839
317	15290	32792
318	15413	32905
319	15464	32861
320	15503	32794
321	15551	32746
322	15597	32692
323	15639	32631
324	15694	32596
325	15743	32548
326	15793	32504
327	15838	32449
328	15888	32403
329	15933	32349
330	15988	32315
331	16043	32280
332	16087	32222
333	16132	32168
334	16182	32124
335	16227	32067
336	16279	32027
337	16327	31978
338	16372	31923
339	16492	32014
340	16567	32017
341	16627	31991
342	16684	31958
343	16727	31898
344	16770	31838
345	16812	31778
346	16857	31723
347	16898	31659
348	16950	31619
349	16993	31559
350	17048	31521
351	17097	31474
352	17149	31432
353	17206	31399
354	17259	31359
355	17306	31307
356	17364	31276
357	17411	31224
358	17458	31172
359	17523	31152
360	17646	31235
361	17693	31183
362	17738	31127
363	17804	31108
364	17867	31085
365	17891	30991
366	17946	30953
367	17993	30902
368	18039	30847
369	18093	30807
370	18150	30772
371	18196	30719
372	18246	30671
373	18292	30617
374	18360	30601
375	18421	30571
376	18485	30548
377	18526	30485
378	18578	30441
379	18645	30421
380	18913	30728
381	18955	30666
382	19001	30610
383	19042	30547
384	19100	30511
385	19164	30484
386	19214	30435
387	19259	30378
388	19306	30325
389	19355	30273
390	19414	30238
391	19456	30177
392	19503	30123
393	19551	30071
394	19598	30017
395	19648	29969
396	19712	29940
397	19760	29889
398	19842	29888
399	19957	29936
400	20056	29959
401	20125	29938
402	20184	29901
403	20239	29857
404	20298	29821
405	20347	29769
406	20397	29719
407	20449	29671
408	20497	29618
409	20548	29569
410	20600	29522
411	20650	29472
412	20706	29430
413	20756	29380
414	20807	29330
415	20864	29290
416	20919	29247
417	20973	29202
418	21013	29137
419	21153	29211
420	21197	29152
421	21245	29099
422	21292	29044
423	21336	28984
424	21376	28920
425	21419	28860
426	21467	28807
427	21515	28754
428	21558	28694
429	21597	28629
430	21645	28576
431	21686	28513
432	21734	28460
433	21776	28400
434	21829	28353
435	21875	28297
436	21917	28236
437	21970	28189
438	22019	28138
439	22065	28083
440	22113	28030
441	22247	28085
442	22299	28037
443	22358	27998
444	22389	27923
445	22457	27895
446	22497	27832
447	22544	27778
448	22596	27729
449	22643	27675
450	22691	27621
451	22746	27577
452	22791	27520
453	22844	27474
454	22892	27421
455	22937	27364
456	22988	27314
457	23030	27254
458	23082	27205
459	23140	27165
460	23192	27116
461	23243	27066
462	23369	27104
463	23410	27043
464	23455	26986
465	23505	26935
466	23562	26892
467	23603	26831
468	23658	26786
469	23709	26736
470	23759	26685
471	23811	26636
472	23858	26581
473	23900	26523
474	23948	26469
475	23987	26406
476	24039	26358
477	24097	26315
478	24146	26263
479	24212	26230
480	24267	26184
481	24305	26121
482	24362	26077
483	24494	26113
484	24538	26056
485	24578	25994
486	24632	25947
487	24667	25881
488	24707	25819
489	24744	25754
490	24788	25697
491	24835	25643
